audio_path,target,fold
data/pop/pop.00043.au,pop,1
data/pop/pop.00044.au,pop,3
data/pop/pop.00045.au,pop,1
data/pop/pop.00046.au,pop,0
data/pop/pop.00047.au,pop,3
data/pop/pop.00048.au,pop,2
data/pop/pop.00049.au,pop,0
data/pop/pop.00050.au,pop,2
data/pop/pop.00051.au,pop,2
data/pop/pop.00052.au,pop,2
data/pop/pop.00053.au,pop,1
data/pop/pop.00054.au,pop,1
data/pop/pop.00055.au,pop,3
data/pop/pop.00056.au,pop,1
data/pop/pop.00057.au,pop,1
data/pop/pop.00058.au,pop,0
data/pop/pop.00059.au,pop,3
data/pop/pop.00060.au,pop,0
data/pop/pop.00061.au,pop,2
data/pop/pop.00062.au,pop,4
data/pop/pop.00063.au,pop,4
data/pop/pop.00064.au,pop,0
data/pop/pop.00065.au,pop,1
data/pop/pop.00066.au,pop,3
data/pop/pop.00067.au,pop,0
data/pop/pop.00068.au,pop,2
data/pop/pop.00069.au,pop,4
data/pop/pop.00070.au,pop,4
data/pop/pop.00071.au,pop,3
data/pop/pop.00072.au,pop,0
data/pop/pop.00073.au,pop,4
data/pop/pop.00074.au,pop,0
data/pop/pop.00075.au,pop,1
data/pop/pop.00076.au,pop,0
data/pop/pop.00077.au,pop,4
data/pop/pop.00078.au,pop,3
data/pop/pop.00079.au,pop,0
data/pop/pop.00080.au,pop,4
data/pop/pop.00081.au,pop,4
data/pop/pop.00082.au,pop,1
data/pop/pop.00083.au,pop,1
data/pop/pop.00084.au,pop,3
data/pop/pop.00085.au,pop,1
data/pop/pop.00086.au,pop,3
data/pop/pop.00087.au,pop,4
data/pop/pop.00088.au,pop,2
data/pop/pop.00089.au,pop,2
data/pop/pop.00090.au,pop,2
data/pop/pop.00091.au,pop,1
data/pop/pop.00092.au,pop,1
data/pop/pop.00093.au,pop,4
data/pop/pop.00094.au,pop,3
data/pop/pop.00095.au,pop,3
data/pop/pop.00096.au,pop,0
data/pop/pop.00097.au,pop,4
data/pop/pop.00098.au,pop,1
data/pop/pop.00099.au,pop,2
data/reggae/reggae.00000.au,reggae,3
data/reggae/reggae.00001.au,reggae,3
data/reggae/reggae.00002.au,reggae,3
data/reggae/reggae.00003.au,reggae,0
data/reggae/reggae.00004.au,reggae,0
data/reggae/reggae.00005.au,reggae,1
data/reggae/reggae.00006.au,reggae,3
data/reggae/reggae.00007.au,reggae,0
data/reggae/reggae.00008.au,reggae,0
data/reggae/reggae.00009.au,reggae,3
data/reggae/reggae.00010.au,reggae,3
data/reggae/reggae.00011.au,reggae,4
data/reggae/reggae.00012.au,reggae,0
data/reggae/reggae.00013.au,reggae,3
data/reggae/reggae.00014.au,reggae,0
data/reggae/reggae.00015.au,reggae,2
data/reggae/reggae.00016.au,reggae,2
data/reggae/reggae.00017.au,reggae,1
data/reggae/reggae.00018.au,reggae,2
data/reggae/reggae.00019.au,reggae,0
data/reggae/reggae.00020.au,reggae,4
data/reggae/reggae.00021.au,reggae,3
data/reggae/reggae.00022.au,reggae,4
data/reggae/reggae.00023.au,reggae,1
data/reggae/reggae.00024.au,reggae,0
data/reggae/reggae.00025.au,reggae,3
data/reggae/reggae.00026.au,reggae,2
data/reggae/reggae.00027.au,reggae,2
data/reggae/reggae.00028.au,reggae,2
data/reggae/reggae.00029.au,reggae,3
data/reggae/reggae.00030.au,reggae,1
data/reggae/reggae.00031.au,reggae,2
data/reggae/reggae.00032.au,reggae,1
data/reggae/reggae.00033.au,reggae,2
data/reggae/reggae.00034.au,reggae,2
data/reggae/reggae.00035.au,reggae,1
data/reggae/reggae.00036.au,reggae,0
data/reggae/reggae.00037.au,reggae,4
data/reggae/reggae.00038.au,reggae,0
data/reggae/reggae.00039.au,reggae,2
data/reggae/reggae.00040.au,reggae,2
data/reggae/reggae.00041.au,reggae,0
data/reggae/reggae.00042.au,reggae,2
data/reggae/reggae.00043.au,reggae,0
data/reggae/reggae.00044.au,reggae,4
data/reggae/reggae.00045.au,reggae,2
data/reggae/reggae.00046.au,reggae,1
data/reggae/reggae.00047.au,reggae,4
data/reggae/reggae.00048.au,reggae,4
data/reggae/reggae.00049.au,reggae,4
data/reggae/reggae.00050.au,reggae,2
data/reggae/reggae.00051.au,reggae,2
data/reggae/reggae.00052.au,reggae,4
data/reggae/reggae.00053.au,reggae,0
data/reggae/reggae.00054.au,reggae,1
data/reggae/reggae.00055.au,reggae,0
data/reggae/reggae.00056.au,reggae,0
data/reggae/reggae.00057.au,reggae,4
data/reggae/reggae.00058.au,reggae,4
data/reggae/reggae.00059.au,reggae,0
data/reggae/reggae.00060.au,reggae,0
data/reggae/reggae.00061.au,reggae,3
data/reggae/reggae.00062.au,reggae,0
data/reggae/reggae.00063.au,reggae,2
data/reggae/reggae.00064.au,reggae,1
data/reggae/reggae.00065.au,reggae,3
data/reggae/reggae.00066.au,reggae,1
data/reggae/reggae.00067.au,reggae,3
data/reggae/reggae.00068.au,reggae,2
data/reggae/reggae.00069.au,reggae,4
data/reggae/reggae.00070.au,reggae,3
data/reggae/reggae.00071.au,reggae,1
data/reggae/reggae.00072.au,reggae,0
data/reggae/reggae.00073.au,reggae,1
data/reggae/reggae.00074.au,reggae,3
data/reggae/reggae.00075.au,reggae,4
data/reggae/reggae.00076.au,reggae,4
data/reggae/reggae.00077.au,reggae,3
data/reggae/reggae.00078.au,reggae,4
data/reggae/reggae.00079.au,reggae,3
data/reggae/reggae.00080.au,reggae,1
data/reggae/reggae.00081.au,reggae,2
data/reggae/reggae.00082.au,reggae,2
data/reggae/reggae.00083.au,reggae,4
data/reggae/reggae.00084.au,reggae,4
data/reggae/reggae.00085.au,reggae,3
data/reggae/reggae.00086.au,reggae,1
data/reggae/reggae.00087.au,reggae,2
data/reggae/reggae.00088.au,reggae,3
data/reggae/reggae.00089.au,reggae,4
data/reggae/reggae.00090.au,reggae,1
data/reggae/reggae.00091.au,reggae,1
data/reggae/reggae.00092.au,reggae,1
data/reggae/reggae.00093.au,reggae,1
data/reggae/reggae.00094.au,reggae,4
data/reggae/reggae.00095.au,reggae,1
data/reggae/reggae.00096.au,reggae,1
data/reggae/reggae.00097.au,reggae,4
data/reggae/reggae.00098.au,reggae,3
data/reggae/reggae.00099.au,reggae,0
data/rock/rock.00000.au,rock,3
data/rock/rock.00001.au,rock,2
data/rock/rock.00002.au,rock,2
data/rock/rock.00003.au,rock,0
data/rock/rock.00004.au,rock,1
data/rock/rock.00005.au,rock,0
data/rock/rock.00006.au,rock,4
data/rock/rock.00007.au,rock,4
data/rock/rock.00008.au,rock,3
data/rock/rock.00009.au,rock,1
data/rock/rock.00010.au,rock,3
data/rock/rock.00011.au,rock,1
data/rock/rock.00012.au,rock,4
data/rock/rock.00013.au,rock,2
data/rock/rock.00014.au,rock,4
data/rock/rock.00015.au,rock,0
data/rock/rock.00016.au,rock,1
data/rock/rock.00017.au,rock,4
data/rock/rock.00018.au,rock,3
data/rock/rock.00019.au,rock,0
data/rock/rock.00020.au,rock,1
data/rock/rock.00021.au,rock,0
data/rock/rock.00022.au,rock,4
data/rock/rock.00023.au,rock,0
data/rock/rock.00024.au,rock,0
data/rock/rock.00025.au,rock,3
data/rock/rock.00026.au,rock,0
data/rock/rock.00027.au,rock,4
data/rock/rock.00028.au,rock,2
data/rock/rock.00029.au,rock,4
data/rock/rock.00030.au,rock,1
data/rock/rock.00031.au,rock,3
data/rock/rock.00032.au,rock,3
data/rock/rock.00033.au,rock,2
data/rock/rock.00034.au,rock,3
data/rock/rock.00035.au,rock,1
data/rock/rock.00036.au,rock,2
data/rock/rock.00037.au,rock,2
data/rock/rock.00038.au,rock,4
data/rock/rock.00039.au,rock,2
data/rock/rock.00040.au,rock,4
data/rock/rock.00041.au,rock,3
data/rock/rock.00042.au,rock,2
data/rock/rock.00043.au,rock,0
data/rock/rock.00044.au,rock,4
data/rock/rock.00045.au,rock,0
data/rock/rock.00046.au,rock,3
data/rock/rock.00047.au,rock,0
data/rock/rock.00048.au,rock,1
data/rock/rock.00049.au,rock,2
data/rock/rock.00050.au,rock,1
data/rock/rock.00051.au,rock,4
data/rock/rock.00052.au,rock,2
data/rock/rock.00053.au,rock,3
data/rock/rock.00054.au,rock,1
data/rock/rock.00055.au,rock,0
data/rock/rock.00056.au,rock,0
data/rock/rock.00057.au,rock,3
data/rock/rock.00058.au,rock,2
data/rock/rock.00059.au,rock,4
data/rock/rock.00060.au,rock,2
data/rock/rock.00061.au,rock,1
data/rock/rock.00062.au,rock,3
data/rock/rock.00063.au,rock,0
data/rock/rock.00064.au,rock,2
data/rock/rock.00065.au,rock,3
data/rock/rock.00066.au,rock,1
data/rock/rock.00067.au,rock,4
data/rock/rock.00068.au,rock,0
data/rock/rock.00069.au,rock,4
data/rock/rock.00070.au,rock,4
data/rock/rock.00071.au,rock,0
data/rock/rock.00072.au,rock,3
data/rock/rock.00073.au,rock,3
data/rock/rock.00074.au,rock,2
data/rock/rock.00075.au,rock,0
data/rock/rock.00076.au,rock,2
data/rock/rock.00077.au,rock,2
data/rock/rock.00078.au,rock,2
data/rock/rock.00079.au,rock,1
data/rock/rock.00080.au,rock,4
data/rock/rock.00081.au,rock,0
data/rock/rock.00082.au,rock,1
data/rock/rock.00083.au,rock,0
data/rock/rock.00084.au,rock,4
data/rock/rock.00085.au,rock,1
data/rock/rock.00086.au,rock,3
data/rock/rock.00087.au,rock,0
data/rock/rock.00088.au,rock,3
data/rock/rock.00089.au,rock,4
data/rock/rock.00090.au,rock,2
data/rock/rock.00091.au,rock,1
data/rock/rock.00092.au,rock,2
data/rock/rock.00093.au,rock,4
data/rock/rock.00094.au,rock,1
data/rock/rock.00095.au,rock,1
data/rock/rock.00096.au,rock,3
data/rock/rock.00097.au,rock,3
data/rock/rock.00098.au,rock,1
data/rock/rock.00099.au,rock,1
